Ring0,Ring1,Ring2,Ring3,Ring4,Ring5,Color,size,color,color1,color2,color3,color4,color5,description,description1,description2,description3,description4,description5,state,state1,state2,state3,state4,state5,level,level1,level2,level3,level4,level5,friendlyname,friendlyname1,friendlyname2,friendlyname3,friendlyname4,friendlyname5,hyperlink,hyperlink1,hyperlink2,hyperlink3,hyperlink4,hyperlink5,metadata,metadata1,metadata2,metadata3,metadata4,metadata5
FS,Accounting,SuiteApprovals Enhancements,SuiteApprovals Enhancements,,,Yello,1,#F1B434,#F4C35D,#F7D285,#F9E1AE,#F9E1AE,#F9E1AE,,,,,,,Enable,Enable,Enable,Enable,Enable,Enable,0,0,0,0,0,0,Finance and Operations,Accounting,SuiteApprovals Enhancements,SuiteApprovals Enhancements,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_4316104403.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1507562099.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1507562099.html,,,,,,,,
FS,Accounting,SuiteApprovals Enhancements,Enhancements to Fixed Assets Management (FAM) Diagnostics Portlet,,,Yello,1,#F1B434,#F4C35D,#F7D285,#F9E1AE,#F9E1AE,#F9E1AE,,,,,,,Enable,Enable,Enable,Enable,Enable,Enable,0,0,0,0,0,0,Finance and Operations,Accounting,SuiteApprovals Enhancements,Enhancements to Fixed Assets Management (FAM) Diagnostics Portlet,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_4316104403.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1507562099.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1507562099.html,,,,,,,,
FS,Accounting,SuiteApprovals Enhancements,Budget Transaction Consumed Amount Saved Search Update,,,Yello,1,#F1B434,#F4C35D,#F7D285,#F9E1AE,#F9E1AE,#F9E1AE,,,,,,,Enable,Enable,Enable,Enable,Enable,Enable,0,0,0,0,0,0,Finance and Operations,Accounting,SuiteApprovals Enhancements,Budget Transaction Consumed Amount Saved Search Update,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_4316104403.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1507562099.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1507562099.html,,,,,,,,
FS,Accounting,SuiteApprovals Enhancements,Labor Expense Allocation Now Available in SuiteApp Marketplace,,,Yello,1,#F1B434,#F4C35D,#F7D285,#F9E1AE,#F9E1AE,#F9E1AE,,,,,,,Enable,Enable,Enable,Enable,Enable,Enable,0,0,0,0,0,0,Finance and Operations,Accounting,SuiteApprovals Enhancements,Labor Expense Allocation Now Available in SuiteApp Marketplace,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_4316104403.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1507562099.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1507562099.html,,,,,,,,
FS,Accounting,SuiteApprovals Enhancements,Support for SuitePeople U.S. Payroll in Labor Expense Allocation,,,Yello,1,#F1B434,#F4C35D,#F7D285,#F9E1AE,#F9E1AE,#F9E1AE,,,,,,,Enable,Enable,Enable,Enable,Enable,Enable,0,0,0,0,0,0,Finance and Operations,Accounting,SuiteApprovals Enhancements,Support for SuitePeople U.S. Payroll in Labor Expense Allocation,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_4316104403.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1507562099.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1507562099.html,,,,,,,,
FS,Accounting,Online Donations Now Available in SuiteApp Marketplace,Online Donations Now Available in SuiteApp Marketplace,,,Yello,1,#F1B434,#F4C35D,#F7D285,#F9E1AE,#F9E1AE,#F9E1AE,,,,,,,Enable,Enable,Enable,Enable,Enable,Enable,0,0,0,0,0,0,Finance and Operations,Accounting,Online Donations Now Available in SuiteApp Marketplace,Online Donations Now Available in SuiteApp Marketplace,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_4316104403.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1545138020.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1545138020.html,,,,,,,,
FS,Accounting,Online Donations Now Available in SuiteApp Marketplace,Custom Segments Update in Labor Expense Allocation Preferences,,,Yello,1,#F1B434,#F4C35D,#F7D285,#F9E1AE,#F9E1AE,#F9E1AE,,,,,,,Enable,Enable,Enable,Enable,Enable,Enable,0,0,0,0,0,0,Finance and Operations,Accounting,Online Donations Now Available in SuiteApp Marketplace,Custom Segments Update in Labor Expense Allocation Preferences,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_4316104403.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1545138020.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1545138020.html,,,,,,,,
FS,Accounting,Advanced Localization Features Enhancements,Advanced Localization Features Enhancements,,,Yello,1,#F1B434,#F4C35D,#F7D285,#F9E1AE,#F9E1AE,#F9E1AE,,,,,,,Enable,Enable,Enable,Enable,Enable,Enable,0,0,0,0,0,0,Finance and Operations,Accounting,Advanced Localization Features Enhancements,Advanced Localization Features Enhancements,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_4316104403.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,,
FS,Accounting,Advanced Localization Features Enhancements,Australia Payment Times Report,,,Yello,1,#F1B434,#F4C35D,#F7D285,#F9E1AE,#F9E1AE,#F9E1AE,,,,,,,Enable,Enable,Enable,Enable,Enable,Enable,0,0,0,0,0,0,Finance and Operations,Accounting,Advanced Localization Features Enhancements,Australia Payment Times Report,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_4316104403.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,,
FS,Accounting,Advanced Localization Features Enhancements,ANZ Localization Preferences and Supplier List Updates,,,Yello,1,#F1B434,#F4C35D,#F7D285,#F9E1AE,#F9E1AE,#F9E1AE,,,,,,,Enable,Enable,Enable,Enable,Enable,Enable,0,0,0,0,0,0,Finance and Operations,Accounting,Advanced Localization Features Enhancements,ANZ Localization Preferences and Supplier List Updates,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_4316104403.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,,
